StartDate,EndDate,Status,IPAddress,Progress,Duration(inseconds),Finished,RecordedDate,ResponseId,RecipientLastName,DistributionChannel,UserLanguage,Agree,CrowdWorkをオンにしているか,CrowdWorks再確認,Gender,Age,native_language,真面目に答えてくれるか,戦略_1,戦略_2,戦略_3,戦略_4,戦略_5,戦略_6,戦略_7,戦略_8,戦略_9,戦略_10,戦略_11,戦略_12,戦略_13,GCBS_1,GCBS_2,GCBS_3,GCBS_4,GCBS_5,GCBS_6,GCBS_7,GCBS_8,GCBS_9,GCBS_10,GCBS_11,GCBS_12,GCBS_13,GCBS_14,GCBS_15,PBS_1,PBS_2,PBS_3,PBS_4,PBS_5,PBS_6,PBS_7,PBS_8,PBS_9,PBS_10,PBS_11,PBS_12,PBS_13,PBS_14,PBS_15,PBS_16,PBS_17,PBS_18,PBS_19,CRT_1,初見か_1,CRT_2,初見か_2,CRT_3,初見か_3,CRT_4,初見か_4,CRT_5,初見か_5,CRT_6,初見か_6,CRT_7,初見か_7,CRT_8,初見か_8,SRS_1,SRS_2,SRS_3,SRS_4,SRS_5,SRS_6,SRS_7,SRS_8,SRS_9,SRS_10,SRS_11,SRS_12,DTI_1,DTI_2,DTI_3,DTI_4,DTI_5,DTI_6,DTI_7,DTI_8,DTI_9,DTI_10,DTI_11,DTI_12,DTI_13,DTI_14,DTI_15,AOT_1,AOT_2,AOT_3,AOT_4,AOT_5,AOT_6,AOT_7,IMC_1,IMC_2,IMC_3,IMC_4,IMC_5,IMC_6,IMC_7,IMC_8,IMC_9,similar_question,problem,answer_seriously,ID
2026/4/7 16:06,2026/4/7 16:39,0,114.150.238.133,100,1965,1,2026/4/7 16:39,R_9CqMlz6VDjTFsmW,,anonymous,JA,1,1,,1,30,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,5,7,5,6,6,5,6,5,6,6,6,6,5,5,9,3,2,2,2,3,2,2,4,4,4,2,2,2,3,4,4,4,4,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,2,2,4,4,5,4,4,5,3,4,5,4,4,5,5,4,4,5,5,5,3,2,4,3,,,,,,,,,,2,1,1,42190164
2026/4/7 16:06,2026/4/7 16:40,0,153.135.252.247,100,2031,1,2026/4/7 16:40,R_40wUMuKDztwzoRL,,anonymous,JA,1,1,,1,42,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,3,1,2,2,2,2,1,3,3,2,2,1,1,4,4,4,1,1,4,1,5,1,1,2,1,2,1,2,4,3,4,1,1,3150,2,72,2,11,2,125,2,29,1,30,2,4,2,15,2,1,1,2,2,2,2,1,2,1,2,1,2,4,2,5,3,2,5,3,2,5,4,3,5,4,2,3,5,6,5,2,3,4,2,,,,,,,,,,1,1,1,28765444
2026/4/7 16:06,2026/4/7 16:35,0,220.146.183.185,100,1748,1,2026/4/7 16:35,R_4Y5Mj7e22kV365U,,anonymous,JA,1,1,,1,38,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,5,1,1,2,1,1,1,9,1,1,2,1,1,9,1,5,1,1,1,1,5,1,1,2,1,1,1,2,1,5,2,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,2,2,2,2,1,2,1,2,1,1,4,6,6,4,6,6,5,6,6,6,5,6,5,4,4,5,6,1,1,1,1,1,,,,,,,,,,2,1,1,51052249
2026/4/7 16:06,2026/4/7 16:38,0,153.212.47.64,100,1936,1,2026/4/7 16:38,R_4L6ARAKckTXsz2m,,anonymous,JA,1,1,,1,35,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,4,6,6,5,3,3,6,5,4,6,5,5,5,5,2,4,4,2,2,4,2,3,1,2,4,4,4,3,3,2,2,4,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,2,2,6,4,4,4,4,4,3,3,5,4,3,4,3,4,4,3,5,5,3,2,4,3,,,,,,,,,,2,1,1,80811642
2026/4/7 16:06,2026/4/7 16:22,0,60.117.231.168,100,939,1,2026/4/7 16:22,R_42G8pscAeJaJlY1,,anonymous,JA,1,1,,1,44,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,2,1,2,5,3,2,1,7,1,5,3,2,2,3,2,2,1,1,4,1,5,1,1,4,1,1,4,2,1,2,1,1,1,300,2,14,2,6,2,120,2,31,2,40,2,4,2,20,2,2,1,2,2,2,2,1,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,3,4,4,4,,,,,,,,,,2,1,1,68608903
2026/4/7 16:06,2026/4/7 16:22,0,124.209.90.7,100,943,1,2026/4/7 16:22,R_4K5GulPKab8rt9D,,anonymous,JA,1,1,,1,52,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,9,5,2,2,1,5,2,2,3,4,2,2,5,2,3,3,2,1,3,3,5,1,1,4,4,2,1,4,2,4,1,1,1,150,2,72,2,11,2,124,2,29,2,30,2,4,2,15,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,5,3,3,5,3,2,3,3,2,5,3,2,2,3,3,6,2,2,1,1,,,,,,,,,,2,1,1,41493348
2026/4/7 16:06,2026/4/7 16:22,0,119.239.18.133,100,938,1,2026/4/7 16:22,R_9FIokC6UZIuJrAR,,anonymous,JA,1,1,,1,44,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,6,3,4,6,2,6,2,7,6,3,8,8,3,8,5,4,4,4,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,300,2,72,2,11,2,1250,2,29,2,30,2,4,2,15,2,1,2,1,2,2,1,1,2,1,2,1,1,3,2,5,3,2,6,2,1,5,4,4,6,3,2,2,5,7,7,1,2,2,1,,,,,,,,,,2,1,1,62137285
2026/4/7 16:06,2026/4/7 16:42,0,153.197.209.9,100,2180,1,2026/4/7 16:42,R_9khRwyC2mIk1w3V,,anonymous,JA,1,1,,1,56,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,5,2,4,3,2,6,2,3,3,2,3,2,3,6,4,3,2,2,3,4,2,4,2,1,2,5,3,3,3,3,3,4,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,1,2,1,2,1,1,2,2,2,1,2,3,2,4,3,2,5,4,3,4,4,2,4,4,2,3,5,5,6,2,2,2,1,,,,,,,,,,2,1,1,11178044
2026/4/7 16:06,2026/4/7 16:47,0,182.249.21.134,100,2486,1,2026/4/7 16:47,R_45NEjH7sXvYQJod,,anonymous,JA,1,1,,2,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,5,3,3,3,5,5,3,3,2,3,3,2,4,4,1,2,1,3,2,1,1,4,2,2,2,3,1,2,1,1,300,2,72,2,11,2,125,2,30,2,40,2,6,2,20,2,1,2,1,2,2,2,1,2,2,1,1,1,3,2,4,3,2,4,3,2,4,3,3,3,3,2,3,4,5,5,2,4,4,3,,,,,,,,,,2,1,1,11342626
2026/4/7 16:06,2026/4/7 16:36,0,79.127.158.74,100,1793,1,2026/4/7 16:36,R_9MgmckRtAeF7xRg,,anonymous,JA,1,1,,1,68,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,300,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,2,2,2,2,1,2,1,2,1,2,3,2,6,2,2,2,2,2,6,2,2,6,2,2,2,6,6,6,2,2,4,2,,,,,,,,,,2,1,1,61983549
2026/4/7 16:06,2026/4/7 16:54,0,114.142.3.84,100,2910,1,2026/4/7 16:54,R_4QuOybu2NasnU9W,,anonymous,JA,1,1,,2,44,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,4,2,5,2,2,2,3,6,3,2,2,2,2,5,5,3,4,2,3,2,4,2,1,2,3,2,4,4,2,3,4,4,1,300,1,72,2,11,1,100,2,29,2,30,1,4,2,20,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,3,2,1,4,1,1,3,3,1,2,3,3,1,5,5,5,2,5,4,2,,,,,,,,,,1,1,1,29320805
2026/4/7 16:06,2026/4/7 16:47,0,121.84.87.143,100,2460,1,2026/4/7 16:47,R_91tjXmAOMfXwwrQ,,anonymous,JA,1,1,,1,45,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,1,2,3,1,2,1,5,2,4,3,1,2,4,3,4,4,3,4,1,3,4,2,2,2,5,2,3,3,3,1,4,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,20,2,2,1,1,2,2,2,1,2,1,2,1,1,2,3,6,4,3,6,3,3,6,5,2,5,4,1,4,5,5,4,1,2,5,2,,,,,,,,,,1,1,1,87359667
2026/4/7 16:06,2026/4/7 16:30,0,121.81.184.177,99,1415,0,,FS_9VUjbYtrkgtfJkJ,,anonymous,JA,1,1,,1,42,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,6,4,5,6,7,7,5,6,4,5,6,5,4,7,6,2,1,4,4,2,1,5,4,1,1,4,4,1,4,1,1,1,1,1,150,2,72,2,11,1,125,2,14,2,30,2,18,2,15,2,1,1,2,2,2,2,2,2,2,1,1,2,4,6,4,4,6,4,3,3,3,5,5,4,5,5,5,4,4,4,4,5,5,5,,,,,,,,,,1,1,1,22576300
2026/4/7 16:06,2026/4/7 16:31,0,153.243.25.139,100,1494,1,2026/4/7 16:31,R_9Nh2y7Ul9PmkuEO,,anonymous,JA,1,1,,1,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,7,5,4,3,5,7,6,8,4,6,5,5,8,5,5,5,2,5,5,2,2,1,1,2,2,3,3,4,2,2,2,2,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,1,1,2,1,2,1,2,3,2,6,3,2,6,3,2,5,6,4,5,3,1,5,5,6,6,2,2,4,2,,,,,,,,,,2,1,1,39101544
2026/4/7 16:06,2026/4/7 16:32,0,49.239.77.1,100,1557,1,2026/4/7 16:32,R_9jq8ECL9c4cXUWx,,anonymous,JA,1,1,,2,36,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,5,2,2,3,3,3,5,2,7,3,3,3,2,7,3,3,3,2,2,5,3,4,3,2,2,3,5,2,5,3,2,5,4,4,300,1,14,1,2,2,125,1,30,1,40,1,9,2,15,1,2,1,1,2,2,2,1,2,2,2,1,1,3,3,6,3,3,6,2,3,4,4,4,5,4,3,4,5,5,5,2,5,2,1,,,,,,,,,,2,2,1,22248605
2026/4/7 16:06,2026/4/7 16:33,0,58.94.97.54,100,1647,1,2026/4/7 16:33,R_9HeIUCfkXCdKbFo,,anonymous,JA,1,1,,1,34,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,4,3,3,3,4,1,5,3,6,5,3,3,5,3,8,4,1,1,1,1,2,5,2,1,2,1,3,4,2,3,3,2,1,1,150,2,72,2,11,2,120,2,29,2,30,2,4,2,15,2,2,2,1,2,2,2,1,2,2,2,1,2,4,2,4,4,3,5,5,3,3,4,3,4,4,2,5,5,6,7,1,2,1,1,,,,1,,,,,,2,1,1,12568988
2026/4/7 16:06,2026/4/7 16:28,0,27.138.67.159,100,1288,1,2026/4/7 16:28,R_4X4Pg7CYZTCZ26Z,,anonymous,JA,1,1,,1,40,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,5,5,4,7,7,6,7,1,6,8,8,5,9,7,8,2,4,2,2,2,1,4,4,1,1,2,3,3,2,4,4,2,4,4,30,2,72,2,11,2,125,2,29,2,40,2,4,2,15,2,2,2,2,2,2,2,2,1,1,2,1,1,5,3,6,5,3,6,5,4,5,5,6,6,5,6,6,7,6,3,7,6,6,4,,,,,,,,,,2,1,1,84267476
2026/4/7 16:06,2026/4/7 16:24,0,122.21.224.195,100,1051,1,2026/4/7 16:24,R_46MG6GYQitelGQV,,anonymous,JA,1,1,,1,45,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,3,3,3,2,3,3,3,4,5,3,3,4,3,5,2,4,2,2,2,4,2,3,1,4,4,4,4,2,3,4,3,4,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,60,2,2,2,2,1,1,1,2,2,2,1,1,1,3,3,5,2,4,3,3,4,5,4,3,4,3,3,3,4,5,5,3,2,2,2,,,,,,,,,,2,1,1,76104134
2026/4/7 16:06,2026/4/7 16:30,0,110.132.81.157,100,1444,1,2026/4/7 16:30,R_4eayvqb1GmMdSz5,,anonymous,JA,1,1,,1,47,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,6,5,8,5,5,5,5,7,8,8,5,8,6,5,7,5,5,5,5,5,3,4,3,3,2,5,5,5,3,5,5,2,3,3,150,1,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,1,2,2,2,2,2,2,1,2,1,1,4,4,5,3,5,5,3,3,5,5,3,6,4,4,4,4,6,6,2,5,2,1,,,,,,,,,,2,1,1,12756457
2026/4/7 16:06,2026/4/7 16:41,0,106.146.25.138,100,2085,1,2026/4/7 16:41,R_92yiZDODpPYSdxh,,anonymous,JA,1,1,,1,41,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,3,2,1,3,1,2,2,3,4,3,2,3,2,4,4,4,1,4,4,2,5,4,1,4,1,3,1,1,3,2,1,4,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,4,3,1,5,2,1,4,5,3,4,4,2,3,6,5,5,2,2,3,2,,,,,,,,,,1,1,1,70604580
2026/4/7 16:06,2026/4/7 16:41,0,125.201.231.182,100,2096,1,2026/4/7 16:41,R_9YcXSP1mUILBbtn,,anonymous,JA,1,1,,1,64,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,4,3,5,4,5,3,4,6,6,6,3,5,4,8,3,3,3,2,3,1,3,4,1,4,2,2,3,4,3,3,3,1,1,150,2,72,2,11,2,125,2,29,2,30,2,6,2,15,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,5,3,2,6,3,2,4,4,2,4,4,3,5,5,5,6,2,4,3,1,,,,,,,,,,2,1,1,80774915
2026/4/7 16:06,2026/4/7 16:29,0,220.147.98.33,100,1390,1,2026/4/7 16:29,R_9rH3qXFMI1Gdd90,,anonymous,JA,1,1,,2,47,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,2,3,3,3,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,4,2,4,4,2,1,3,3,3,3,3,3,1,4,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,2,1,2,2,1,2,1,2,1,2,3,2,5,4,2,5,3,2,4,4,3,4,4,2,5,5,6,5,1,2,3,1,,,,,,,,,,2,1,1,93157253
2026/4/7 16:06,2026/4/7 16:32,0,58.3.77.66,100,1543,1,2026/4/7 16:32,R_4WOIjgkJIEW4lUh,,anonymous,JA,1,1,,2,30,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,4,3,3,4,5,5,4,3,5,5,5,4,3,4,4,3,3,2,2,2,4,2,2,4,2,4,4,4,4,4,4,4,4,4,150,2,72,2,11,2,120,2,29,2,30,2,5,2,15,2,2,2,1,2,2,1,2,2,1,2,1,2,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,5,5,5,2,2,4,2,,,,,,,,,,2,1,1,31762487
2026/4/7 16:06,2026/4/7 16:34,0,211.124.77.217,100,1676,1,2026/4/7 16:34,R_45ymB5Gp5ICzTGQ,,anonymous,JA,1,1,,1,40,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,4,3,2,1,1,4,2,3,2,2,3,1,3,3,4,4,1,4,4,5,1,1,2,3,3,1,4,3,3,1,1,1,300,2,14,2,11,2,120,2,30,2,40,2,4,2,20,2,1,1,2,2,2,1,2,2,1,2,2,2,4,1,6,4,1,4,4,2,5,6,4,5,5,3,4,7,6,6,1,3,3,2,,,,,,,,,,2,1,1,45206200
2026/4/7 16:06,2026/4/7 16:16,0,114.146.0.136,100,595,1,2026/4/7 16:16,R_93qWlF8VTwK43mq,,anonymous,JA,1,1,,1,45,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,1,1,1,1,1,1,1,1,2,1,1,2,1,1,300,2,14,2,2,2,120,2,15,2,50,2,3,2,30,2,1,2,1,2,1,1,1,1,2,2,2,1,4,4,6,4,4,4,5,3,4,5,5,4,4,5,4,4,5,4,4,4,5,3,,,,1,,,,,,2,1,1,29198810
2026/4/7 16:06,2026/4/7 16:33,0,119.243.21.32,100,1585,1,2026/4/7 16:33,R_9kCbEGo9Tb9tQ9b,,anonymous,JA,1,1,,1,67,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,5,4,6,6,2,6,5,7,5,5,5,5,7,7,2,3,1,1,2,2,5,1,1,1,1,1,5,2,4,2,4,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,1,1,1,2,5,6,5,6,6,2,6,6,6,3,5,6,6,4,4,6,7,1,3,3,2,,,,,,,,,1,2,1,1,37582032
2026/4/7 16:06,2026/4/7 16:40,0,118.9.148.128,100,2002,1,2026/4/7 16:40,R_9GK7Gd3tYkfVOw3,,anonymous,JA,1,1,,1,49,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,1,1,1,1,1,5,5,2,1,1,1,1,2,3,3,2,1,2,1,3,4,2,1,2,2,2,1,1,2,1,1,1,150,1,14,2,6,2,125,2,29,2,30,1,4,2,40,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,5,2,1,6,2,1,4,3,2,5,4,2,4,6,4,6,4,3,2,1,,,,,,,,,,1,1,2,93449861
2026/4/7 16:06,2026/4/7 16:50,0,61.23.230.223,100,2655,1,2026/4/7 16:50,R_4HM24w9E8aU7y7D,,anonymous,JA,1,1,,1,39,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,5,2,3,3,2,5,2,6,4,3,4,2,3,6,3,4,4,4,4,1,4,4,1,4,1,4,4,4,2,3,4,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,4,2,5,3,2,4,3,2,4,4,2,5,4,1,4,3,5,5,2,3,3,2,,,,,,,,,,2,1,1,33812654
2026/4/7 16:06,2026/4/7 16:27,0,153.209.98.38,100,1236,1,2026/4/7 16:27,R_4cLpT9c0yJ6SZgJ,,anonymous,JA,1,1,,2,43,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,6,5,8,6,6,5,6,6,8,8,5,8,7,5,6,3,3,3,2,3,2,1,3,4,4,3,2,2,3,2,2,3,1,4,300,1,72,1,11,2,120,2,29,2,30,2,5,2,20,2,2,2,1,2,2,1,1,2,2,1,1,2,3,3,4,2,3,3,2,3,3,3,2,4,3,3,3,4,5,5,3,4,3,2,,,,,,,,,,2,2,1,24839317
2026/4/7 16:06,2026/4/7 16:33,0,121.81.72.222,100,1602,1,2026/4/7 16:33,R_9oJtxFFp4Th7UGd,,anonymous,JA,1,1,,2,42,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,5,4,5,6,6,5,4,5,5,5,5,5,5,6,2,2,2,4,2,4,2,2,2,2,2,3,2,2,3,2,3,2,4,300,2,72,2,11,2,120,2,15,2,30,2,4,2,15,2,2,1,1,1,2,1,2,2,1,2,1,1,3,4,4,4,3,5,4,3,4,4,4,5,4,3,4,4,5,5,4,4,4,3,,,,,,,,,,2,1,1,56365883
2026/4/7 16:06,2026/4/7 16:34,0,106.72.183.33,100,1694,1,2026/4/7 16:34,R_9EuvS6O3XDSisox,,anonymous,JA,1,1,,1,35,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,1,3,4,2,1,2,4,4,3,2,1,2,3,5,2,2,2,3,1,3,4,1,4,1,2,4,4,1,4,4,4,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,3,1,4,3,1,5,3,1,4,3,1,4,2,1,3,4,6,6,2,1,4,2,,,,,,,,,,1,1,1,10347477
